Record ID,State,Plant Code / License ID,Company / Licensee,Site Name,City,County,Address,License / Permit Type,Product Hint,Candidate Category,Priority,Confidence,Review Status,Source System,Source Date,Source URL,Source Evidence,Review Notes,Existing Atlas Check
MN-27-B-00134,MN,27-B-00134,Eurofins,Eurofins,Moundsview,,,"Lab - CIS, Lab - Industry, Lab - Screening",Lab,Minnesota licensed/permitted dairy plant,Low,High,do_not_import_yet,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,"Official MN row, but this permit type may be outside atlas plant scope unless wash/receiving/packaging/marketing locations are intentionally included.",Not checked against app export
MN-27-052,MN,27-052,Finnesgard Trucking LLC,Finnesgard Trucking LLC,Goodhue,,,Grade A Wash Station,Wash station,Minnesota licensed/permitted dairy plant,Low,High,do_not_import_yet,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,"Official MN row, but this permit type may be outside atlas plant scope unless wash/receiving/packaging/marketing locations are intentionally included.",Not checked against app export
MN-27-288,MN,27-288,First District Association,First District Association,Litchfield,,,"Grade A Wash Station, Lab - CIS, Lab - Industry, Receiving Station",Wash station; Receiving / transfer; Lab,Minnesota licensed/permitted dairy plant,Low,High,do_not_import_yet,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,"Official MN row, but this permit type may be outside atlas plant scope unless wash/receiving/packaging/marketing locations are intentionally included.",Not checked against app export
MN-27-953,MN,27-953,Fruitful Seasons Dairy Inc.,Fruitful Seasons Dairy Inc.,Alexandria,,,"Lab - Screening, Manufacturing Grade Plant, Minnesota Farmstead Cheese",Cheese / farmstead; Manufacturing; Lab,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-020,MN,27-020,Gilman Co-op Creamery Association,Gilman Co-op Creamery Association,Gilman,,,Milk Marketing,Ice cream / frozen dairy or creamery; Marketing / distribution,Minnesota licensed/permitted dairy plant,Low,High,do_not_import_yet,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,"Official MN row, but this permit type may be outside atlas plant scope unless wash/receiving/packaging/marketing locations are intentionally included.",Not checked against app export
MN-27-196,MN,27-196,Grand Ole Creamery,Grand Ole Creamery,St. Paul,,,Manufacturing Grade Plant,Ice cream / frozen dairy or creamery; Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-255,MN,27-255,Green Acres Organic Co-op,Green Acres Organic Co-op,Frazee,,,Milk Marketing Org,Marketing / distribution,Minnesota licensed/permitted dairy plant,Low,High,do_not_import_yet,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,"Official MN row, but this permit type may be outside atlas plant scope unless wash/receiving/packaging/marketing locations are intentionally included.",Not checked against app export
MN-27-257,MN,27-257,Hometown Creamery,Hometown Creamery,Maplewood,,,Manufacturing Grade Plant,Ice cream / frozen dairy or creamery; Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-248,MN,27-248,Hood Packaging Corporation - Roseville,Hood Packaging Corporation - Roseville,Roseville,,,Single Service,Single-service packaging,Minnesota licensed/permitted dairy plant,Low,High,do_not_import_yet,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,"Official MN row, but this permit type may be outside atlas plant scope unless wash/receiving/packaging/marketing locations are intentionally included.",Not checked against app export
MN-27-249,MN,27-249,Hood Packaging Corporation - St. Paul,Hood Packaging Corporation - St. Paul,St. Paul,,,Single Service,Single-service packaging,Minnesota licensed/permitted dairy plant,Low,High,do_not_import_yet,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,"Official MN row, but this permit type may be outside atlas plant scope unless wash/receiving/packaging/marketing locations are intentionally included.",Not checked against app export
MN-27-972,MN,27-972,Hope Creamery Inc.,Hope Creamery Inc.,Hope,,,"Manufacturing Grade Plant, Manufacturing Grade Wash Station",Ice cream / frozen dairy or creamery; Manufacturing; Wash station,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-111,MN,27-111,J Rettenmaier USA LP,J Rettenmaier USA LP,Fosston,,,Grade A Plant,Grade A fluid / cultured / aseptic,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-633,MN,27-633,JV Dairy,JV Dairy,Melrose,,,Manufacturing Grade Plant,Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-297,MN,27-297,Jersey Girl Bagels LLC,Jersey Girl Bagels LLC,Golden Valley,,,Manufacturing Grade Plant,Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-221,MN,27-221,"Jupiter Moon, LLC","Jupiter Moon, LLC",St. Joseph,,,Manufacturing Grade Plant,Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-980,MN,27-980,Kappers Big Red Barn Inc.,Kappers Big Red Barn Inc.,Chatfield,,,"Grade A Plant, Lab - Screening",Grade A fluid / cultured / aseptic; Lab,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-662,MN,27-662,"Kemps, LLC - Farmington","Kemps, LLC - Farmington",Farmington,,,"Grade A Plant, Grade A Receiving Station, Grade A Wash Station, Lab - CIS",Grade A fluid / cultured / aseptic; Wash station; Receiving / transfer; Lab,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-168,MN,27-168,"Kemps, LLC - Minneapolis","Kemps, LLC - Minneapolis",Minneapolis,,,"Grade A Plant, Grade A Receiving Station, Grade A Single Service, Grade A Wash Station, Lab - CIS",Grade A fluid / cultured / aseptic; Single-service packaging; Wash station; Receiving / transfer; Lab,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-621,MN,27-621,"Kemps, LLC - Rochester Ice Cream","Kemps, LLC - Rochester Ice Cream",Rochester,,,"Lab - CIS, Manufacturing Grade Plant, Manufacturing Grade Wash Station",Ice cream / frozen dairy or creamery; Manufacturing; Wash station; Lab,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-635,MN,27-635,Kerry Group DBA Kerry Ingredients and Flavours,Kerry Group DBA Kerry Ingredients and Flavours,Rochester,,,Grade A Plant,Grade A fluid / cultured / aseptic,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-501,MN,27-501,"Kerry, Inc.","Kerry, Inc.",Albany,,,Manufacturing,Manufacturing,Minnesota licensed/permitted dairy plant,Medium,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-987,MN,27-987,"Kings Ridge Express, Inc.","Kings Ridge Express, Inc.",Freeport,,,"Grade A Transfer Station, Lab - Screening",Receiving / transfer; Lab,Minnesota licensed/permitted dairy plant,Low,High,do_not_import_yet,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,"Official MN row, but this permit type may be outside atlas plant scope unless wash/receiving/packaging/marketing locations are intentionally included.",Not checked against app export
MN-27-032,MN,27-032,Kraft Heinz Food Company - New Ulm,Kraft Heinz Food Company - New Ulm,New Ulm,,,Manufacturing Grade Plant,Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-372,MN,27-372,Lakes Community Cooperative DBA,Lakes Community Cooperative DBA,Perham,,,Milk Marketing,Marketing / distribution,Minnesota licensed/permitted dairy plant,Low,High,do_not_import_yet,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,"Official MN row, but this permit type may be outside atlas plant scope unless wash/receiving/packaging/marketing locations are intentionally included.",Not checked against app export
MN-27-920,MN,27-920,"Land O'Lakes, Inc. - Arden Hills","Land O'Lakes, Inc. - Arden Hills",Arden Hills,,,Manufacturing Grade Plant,Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-156,MN,27-156,"Land O'Lakes, Inc. - Pine Island","Land O'Lakes, Inc. - Pine Island",Pine Island,,,"Grade A Wash Station, Manufacturing Grade Plant",Manufacturing; Wash station,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-256,MN,27-256,"LaserSharp FlexPak Services, LLC","LaserSharp FlexPak Services, LLC",Vadnais Heights,,,Single Service,Single-service packaging,Minnesota licensed/permitted dairy plant,Low,High,do_not_import_yet,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,"Official MN row, but this permit type may be outside atlas plant scope unless wash/receiving/packaging/marketing locations are intentionally included.",Not checked against app export
MN-27-299,MN,27-299,Lensas Trading LLC,Lensas Trading LLC,Columbia Heights,,,Manufacturing Grade Plant,Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-984,MN,27-984,Liquibox Worldwide Dispensers,Liquibox Worldwide Dispensers,Lester Prairie,,,Single Service,Single-service packaging,Minnesota licensed/permitted dairy plant,Low,High,do_not_import_yet,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,"Official MN row, but this permit type may be outside atlas plant scope unless wash/receiving/packaging/marketing locations are intentionally included.",Not checked against app export
MN-27-279,MN,27-279,Little Bird Gelato,Little Bird Gelato,Minneapolis,,,Manufacturing Grade Plant,Ice cream / frozen dairy or creamery; Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-209,MN,27-209,Little Red Dairy LLC,Little Red Dairy LLC,Thielman,,,"Manufacturing Grade Plant, Minnesota Farmstead Cheese",Cheese / farmstead; Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-282,MN,27-282,Lonely Loon LLC DBA Superior Creamery,Lonely Loon LLC DBA Superior Creamery,Grand Marais,,,Manufacturing Grade Plant,Ice cream / frozen dairy or creamery; Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-215,MN,27-215,Love Creamery LLC,Love Creamery LLC,Duluth,,,Manufacturing Grade Plant,Ice cream / frozen dairy or creamery; Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-271,MN,27-271,Lowry Scoops DBA Dream Creamery,Lowry Scoops DBA Dream Creamery,Minneapolis,,,Manufacturing Grade Plant,Ice cream / frozen dairy or creamery; Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-194,MN,27-194,Luv Ice Cream,Luv Ice Cream,St. Paul,,,Manufacturing Grade Plant,Ice cream / frozen dairy or creamery; Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-239,MN,27-239,MKM Brands Inc. (Freeziac),MKM Brands Inc. (Freeziac),Eden Prairie,,,Manufacturing Grade Plant,Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-148,MN,27-148,Mead Johnson & Company LLC DBA Mead Johnson Nutrition,Mead Johnson & Company LLC DBA Mead Johnson Nutrition,Wanamingo,,,Manufacturing Grade Plant,Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-630,MN,27-630,Melrose Dairy Proteins,Melrose Dairy Proteins,Melrose,,,"Grade A Receiving Station, Grade A Wash Station, Lab - CIS, Manufacturing Grade Plant",Manufacturing; Wash station; Receiving / transfer; Lab,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-706,MN,27-706,"Midwest Yogurt, Inc. DBA Yoplait","Midwest Yogurt, Inc. DBA Yoplait",Golden Valley,,,Grade A Plant,Grade A fluid / cultured / aseptic,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-969,MN,27-969,Milk Specialties Company DBA Actus Nutrition,Milk Specialties Company DBA Actus Nutrition,Mountain Lake,,,Manufacturing Grade Plant,Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-108,MN,27-108,Millerville Co-op Creamery Association,Millerville Co-op Creamery Association,Brandon,,,Manufacturing Grade Plant,Ice cream / frozen dairy or creamery; Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-275,MN,27-275,Minnesota Dairy Lab LLC,Minnesota Dairy Lab LLC,Minneapolis,,,"Manufacturing Grade Plant, Manufacturing",Manufacturing; Lab,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-707,MN,27-707,Minnesota Goat Milk LLC,Minnesota Goat Milk LLC,Little Falls,,,Milk Marketing Org,Marketing / distribution,Minnesota licensed/permitted dairy plant,Low,High,do_not_import_yet,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,"Official MN row, but this permit type may be outside atlas plant scope unless wash/receiving/packaging/marketing locations are intentionally included.",Not checked against app export
MN-27-281,MN,27-281,Murphy's Microdairy LLC,Murphy's Microdairy LLC,Aitkin,,,Grade A Plant,Grade A fluid / cultured / aseptic,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-710,MN,27-710,Ornua Ingredients North America,Ornua Ingredients North America,Byron,,,Manufacturing Grade Plant,Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-273,MN,27-273,Orso Bianco Gelato LLC,Orso Bianco Gelato LLC,White Bear Lake,,,Manufacturing Grade Plant,Ice cream / frozen dairy or creamery; Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-112,MN,27-112,Osakis Creamery,Osakis Creamery,Osakis,,,Milk Marketing Org,Ice cream / frozen dairy or creamery; Marketing / distribution,Minnesota licensed/permitted dairy plant,Low,High,do_not_import_yet,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,"Official MN row, but this permit type may be outside atlas plant scope unless wash/receiving/packaging/marketing locations are intentionally included.",Not checked against app export
MN-27-636,MN,27-636,Pace Dairy Foods Company,Pace Dairy Foods Company,Rochester,,,"Manufacturing Grade Plant, Manufacturing",Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-272,MN,27-272,"Pearl Ridge Cake Shop, LLC","Pearl Ridge Cake Shop, LLC",Kimball,,,Manufacturing Grade Plant,Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-556,MN,27-556,Plainview Milk Products Cooperative - Plainview,Plainview Milk Products Cooperative - Plainview,Plainview,,,"Grade A Plant, Grade A Wash Station, Lab - CIS, Manufacturing Grade Plant, Receiving Station",Grade A fluid / cultured / aseptic; Manufacturing; Wash station; Receiving / transfer; Lab,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-050,MN,27-050,Poplar Hill Dairy- Truck Wash,Poplar Hill Dairy- Truck Wash,Scandia,,,Grade A Wash Station,Wash station,Minnesota licensed/permitted dairy plant,Low,High,do_not_import_yet,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,"Official MN row, but this permit type may be outside atlas plant scope unless wash/receiving/packaging/marketing locations are intentionally included.",Not checked against app export
MN-27-973,MN,27-973,Prairie Farms Cheese Division - Rochester,Prairie Farms Cheese Division - Rochester,Rochester,,,Manufacturing Grade Plant,Cheese / farmstead; Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-562,MN,27-562,Prairie Farms Cheese Division - Spring Valley,Prairie Farms Cheese Division - Spring Valley,Spring Valley,,,Manufacturing Grade Plant,Cheese / farmstead; Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-444,MN,27-444,"Prairie Farms Dairy, Inc. - Faribault","Prairie Farms Dairy, Inc. - Faribault",Faribault,,,"Grade A Receiving Station, Lab - CIS, Manufacturing Grade Plant, Manufacturing Grade Wash Station",Manufacturing; Wash station; Receiving / transfer; Lab,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
MN-27-985,MN,27-985,Prairie Hollow Farm,Prairie Hollow Farm,Elgin,,,"Manufacturing Grade Plant, Minnesota Farmstead Cheese, Manufacturing, Farmstead Cheese",Cheese / farmstead; Manufacturing,Minnesota licensed/permitted dairy plant,High,High,import_after_dedupe,Minnesota Department of Agriculture,Updated weekly (source states),https://www.mda.state.mn.us/minnesotadairyplants,Source page states it is a weekly list of all licensed and permitted dairy plants in Minnesota.,Official MN licensed/permitted dairy plant row; dedupe against existing federal IMS/USDA codes before import.,Not checked against app export
